quarter,KIX_CPI_inflation_qoq,kix_cpi_log_diff,kix_cpi_log
2014Q2,0.357696224061576,0.0035705801257084214,4.906333006668372
2014Q3,0.141267338869185,0.0014116765043778491,4.90774468317275
2014Q4,0.0163321118532046,1.633077830901964e-4,4.90790799095584
2015Q1,0.0757931231724844,7.576441468999395e-4,4.908665635102739
2015Q2,0.390197766302939,0.003894384693510368,4.91256001979625
2015Q3,0.154230661147538,0.001541118478120643,4.91410113827437
2015Q4,0.0812630705504479,8.123006999424269e-4,4.914913438974313
2016Q1,0.219162657867783,0.002189228468350078,4.917102667442663
2016Q2,0.345799716427608,0.0034520320397157674,4.920554699482379
2016Q3,0.158994526993105,0.0015886826451094395,4.922143382127488
2016Q4,0.241786918586482,0.002414950843331801,4.92455833297082
2017Q1,0.393775741160652,0.003930024737838634,4.928488357708659
2017Q2,0.25893431861030197,0.002585996612741797,4.9310743543214
2017Q3,0.195997961225515,0.001958061358298377,4.9330324156796985
2017Q4,0.311034612389522,0.0031055190041421148,4.936137934683841
2018Q1,0.378543585454619,0.003778289122228278,4.939916223806069
2018Q2,0.326949669105058,0.0032641635081316622,4.943180387314201
2018Q3,0.411017976541416,0.004101756050661467,4.947282143364863
2018Q4,0.22959203140473,0.002293288716192724,4.949575432081055
2019Q1,0.212701833654421,0.0021247594356242736,4.95170019151668
2019Q2,0.440688140226866,0.004397199534562127,4.956097391051242
2019Q3,0.242494237445387,0.0024220069462325385,4.958519397997474
2019Q4,0.340853937777986,0.0034027434740780513,4.961922141471552
2020Q1,0.387923168026061,0.003871726863400435,4.965793868334953
2020Q2,-0.182795314640708,-0.0018296258915370801,4.963964242443415
2020Q3,0.349285186509794,0.0034867660251964023,4.967451008468612
2020Q4,0.164421759214895,0.001642867346266516,4.969093875814878
2021Q1,0.5982471143012,0.00596464721462121,4.9750585230294995
2021Q2,0.523338880095424,0.005219742213010291,4.98027826524251
2021Q3,0.55308522900101,0.005515613290431692,4.985793878532942
2021Q4,0.836509791060849,0.008330304378623189,4.994124182911565
2022Q1,1.29248150524845,0.012842002425707077,5.006966185337272
2022Q2,1.55167875956192,0.01539763326120719,5.022363818598479
2022Q3,0.939533051547699,0.009351468913203157,5.031715287511682
2022Q4,0.681232061574938,0.006789221605567035,5.038504509117249
2023Q1,0.842316361908505,0.00838788673330087,5.04689239585055
2023Q2,0.508378344080537,0.005070904644003006,5.0519633004945534
2023Q3,0.558041455813493,0.005564901730063777,5.057528202224617
2023Q4,0.276185145493114,0.002758044550992937,5.06028624677561
2024Q1,0.566933234636221,0.005653322164594165,5.065939568940204
2024Q2,0.477767244801086,0.0047662955932005705,5.070705864533404
2024Q3,0.392864286043876,0.003920945895574389,5.074626810428979
2024Q4,0.224423411362005,0.0022417195816710925,5.07686853001065
2025Q1,NA,0.0022417195816710925,5.079110249592321
2025Q2,NA,0.0022417195816710925,5.081351969173992
2025Q3,NA,0.0022417195816710925,5.083593688755663
2025Q4,NA,0.0022417195816710925,5.085835408337334
