...1,quarter,KIX_GDP_growth_qoq,kix_gdp_log_diff,kix_gdp_log
38,2005Q2,0.833913552979911,0.008304557042568288,4.866276476535345
39,2005Q3,0.828444659172902,0.00825031892042375,4.874526795455768
40,2005Q4,0.819786902597788,0.008164449022003209,4.882691244477772
41,2006Q1,1.06018295500875,0.010546024234301198,4.893237268712073
42,2006Q2,1.05542675667464,0.010498960097673917,4.903736228809747
43,2006Q3,0.544422984112637,0.005429463591504965,4.909165692401252
44,2006Q4,1.03514364091178,0.010298227170936383,4.919463919572188
45,2007Q1,0.937415928776818,0.009330494524778268,4.928794414096966
46,2007Q2,0.713412571321513,0.007108798226674531,4.935903212323641
47,2007Q3,0.694311406300312,0.006919121637304152,4.942822333960945
48,2007Q4,0.842531953090344,0.008390024634919575,4.951212358595865
49,2008Q1,0.493083850855445,0.004918721738589442,4.956131080334454
50,2008Q2,-0.128742335578378,-0.0012882527972035757,4.9548428275372505
51,2008Q3,-0.377534774152622,-0.0037824923547460547,4.951060335182504
52,2008Q4,-1.49646506258287,-0.01507775076448193,4.9359825844180225
53,2009Q1,-2.29611222372318,-0.023228834729264968,4.912753749688758
54,2009Q2,0.107615783171891,0.0010755791889828972,4.913829328877741
55,2009Q3,0.533369983992898,0.005319526039797019,4.9191488549175375
56,2009Q4,0.69726559738104,0.006948459419200316,4.9260973143367375
57,2010Q1,0.765895129817366,0.0076297704325225,4.93372708476926
58,2010Q2,1.00498792229706,0.009999715003028728,4.943726799772289
59,2010Q3,0.653600073423569,0.006514733698712151,4.950241533471001
60,2010Q4,0.708661576671783,0.007061623708482166,4.957303157179483
61,2011Q1,0.80337194212853,0.008001620896508405,4.965304778075992
62,2011Q2,0.34134307292458,0.0034076181979337127,4.968712396273926
63,2011Q3,0.308645627408207,0.0030817029460307186,4.971794099219956
64,2011Q4,0.215544250086983,0.0021531228673090565,4.973947222087265
65,2012Q1,0.356107822368474,0.003554752597545461,4.97750197468481
66,2012Q2,0.0466375099812106,4.662663807465783e-4,4.9779682410655575
67,2012Q3,0.15040490579677,0.0015029191090404376,4.979471160174597
68,2012Q4,0.00876087421572215,8.760490473557183e-5,4.979558765079333
69,2013Q1,0.294443310436039,0.002940106751564484,4.982498871830898
70,2013Q2,0.742465366730781,0.007397226600252206,4.98989609843115
71,2013Q3,0.649589284595916,0.0064748854594370644,4.996370983890587
72,2013Q4,0.469588262831955,0.004684891367173558,5.0010558752577605
73,2014Q1,0.631271491319816,0.006292873188066022,5.007348748445827
74,2014Q2,0.539742117962622,0.005382907303509944,5.012731655749336
75,2014Q3,0.7264717900298,0.007238456946128104,5.019970112695464
76,2014Q4,0.601605223252944,0.005998028043812001,5.025968140739277
77,2015Q1,0.8646195769125,0.00860903148463123,5.034577172223908
78,2015Q2,0.577576687153074,0.005759151078651423,5.040336323302559
79,2015Q3,0.591423128281455,0.005896810868807503,5.046233134171366
80,2015Q4,0.48830545721168,0.00487117113043494,5.051104305301802
81,2016Q1,0.596609690179036,0.0059483702168070165,5.057052675518609
82,2016Q2,0.507662903578667,0.005063786401126205,5.062116461919735
83,2016Q3,0.540186414008701,0.005387326402415852,5.067503788322151
84,2016Q4,0.969653204684307,0.00964982238506371,5.077153610707215
85,2017Q1,0.856219658889002,0.008525748884180208,5.085679359591395
86,2017Q2,0.930448746720666,0.009261467371099138,5.094940826962493
87,2017Q3,0.829875913988042,0.008264513770515607,5.10320534073301
88,2017Q4,0.800979142869481,0.0079778833209422,5.111183224053952
89,2018Q1,0.570770090361829,0.005691473696233074,5.116874697750185
90,2018Q2,0.628707564615151,0.006267394434497401,5.123142092184682
91,2018Q3,0.442361652607748,0.004413861093440886,5.127555953278123
92,2018Q4,0.410835587667478,0.004099939626097106,5.13165589290422
93,2019Q1,0.803507180998686,0.008002962506186956,5.139658855410407
94,2019Q2,0.571521448518391,0.0056989446080021895,5.1453578000184095
95,2019Q3,0.47259664311631,0.004714834112008205,5.150072634130417
96,2019Q4,0.222223147602567,0.002219765971597857,5.152292400102016
97,2020Q1,-3.02330575923493,-0.03069950191222512,5.12159289818979
98,2020Q2,-8.37651467325435,-0.0874825571403393,5.034110341049451
99,2020Q3,9.55415499702822,0.0912488071938237,5.125359148243275
100,2020Q4,0.857678593673139,0.008540214271015738,5.13389936251429
101,2021Q1,0.902493798795124,0.008984456614066839,5.1428838191283575
102,2021Q2,2.06951574171326,0.020483922041742056,5.1633677411700996
103,2021Q3,1.6795670571161,0.01665618298785919,5.180023924157958
104,2021Q4,1.13093241666348,0.011245851864335183,5.191269776022294
105,2022Q1,0.414105752172946,0.004132506940534716,5.195402282962828
106,2022Q2,0.680134106926475,0.006778316289722507,5.202180599252551
107,2022Q3,0.86498984495166,0.008612702418612853,5.210793301671163
108,2022Q4,0.0379370394998477,3.7929845224500417e-4,5.211172600123408
109,2023Q1,0.340047001095137,0.0033947014862348605,5.214567301609644
110,2023Q2,0.298312985638864,0.0029786891537883823,5.217545990763432
111,2023Q3,0.429055320632191,0.004281375026527782,5.221827365789959
112,2023Q4,0.390879309575068,0.0039011736128852226,5.225728539402845
113,2024Q1,0.551680952123365,0.0055016476654061175,5.231230187068251
114,2024Q2,0.580387736409123,0.005787099753358621,5.23701728682161
115,2024Q3,0.559165339937354,0.005576078139499794,5.24259336496111
116,2024Q4,0.58222911994151,0.005805407166149462,5.248398772127259
117,2025Q1,0.468175275479312,0.004670827436852072,5.253069599564111
118,2025Q2,0.458967127327365,0.004579170848814426,5.257648770412925
119,2025Q3,0.635666615850177,0.006336547768425799,5.263985318181351
120,2025Q4,0.337322086948204,0.0033675443218822106,5.267352862503233
